pclass,survived,Residence,name,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,Gender,Rfare,RFR001,Fare_BC
3,0,2,"Yasbeck, Mr. Antoni",27,1,0,2659,14.4542, ,C,C, , ,0,652.5,.498853211009174,33.146715683077
3,1,2,"Yasbeck, Mrs. Antoni (Selini Alexander)",15,1,0,2659,14.4542, ,C, , , ,1,652.5,.498853211009174,33.146715683077
1,1,0,"Young, Miss. Marie Grice",36,0,0,PC 17760,135.6333,C32,C,8, ,"New York, NY / Washington, DC",1,1250.5,.956039755351682,121.620150417226
3,0,2,"Youseff, Mr. Gerious",45.5,0,0,2628,7.225, ,C, ,312, ,0,65,.0496941896024465,-51.9937828715428
3,0,2,"Yousif, Mr. Wazli", ,0,0,2647,7.225, ,C, , , ,0,65,.0496941896024465,-51.9937828715428
3,0,2,"Yousseff, Mr. Gerious", ,0,0,2627,14.4583, ,C, , , ,0,659.5,.504204892966361,33.8410518455065
2,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24,0,0,248747,13, ,S, , ,Paris,1,592,.452599388379205,27.1312152712863
3,0,2,"Zabour, Miss. Hileni",14.5,1,0,2665,14.4542, ,C, ,328, ,1,652.5,.498853211009174,33.146715683077
3,0,2,"Zabour, Miss. Thamine", ,1,0,2665,14.4542, ,C, , , ,1,652.5,.498853211009174,33.146715683077
3,0,2,"Zakarian, Mr. Mapriededer",26.5,0,0,2656,7.225, ,C, ,304, ,0,65,.0496941896024465,-51.9937828715428
3,0,2,"Zakarian, Mr. Ortin",27,0,0,2670,7.225, ,C, , , ,0,65,.0496941896024465,-51.9937828715428
3,0,2,"Zimmerman, Mr. Leo",29,0,0,315082,7.875, ,S, , , ,0,276,.211009174311927,-8.26280652569162
